"","response","Freq","nWords","isASCII"
"7532","goples",1,1,1
"7533","gordo marron",1,2,1
"7534","gordo/flaco",1,1,1
"7535","gordon",1,1,1
"7536","gorgo",1,1,1
"7537","gorra de piel",1,3,1
"7538","gorrete",1,1,1
"7539","gorrion",1,1,1
"7540","gorro de pesca",1,3,1
"7541","gorro puntiagudo",1,2,1
"7542","gostoso",1,1,1
"7543","GOURMET",1,1,1
"7544","gourmete",1,1,1
"7545","GOZATR",1,1,1
"7546","gr",1,1,1
"7547","graci",1,1,1
"7548","gradis",1,1,1
"7549","grado alto bajo",1,3,1
"7550","grado de ducación",1,3,0
"7551","grado de parentezco",1,3,1
"7552","grado maximo",1,2,1
"7553","grado mayor",1,2,1
"7554","grado militar",1,2,1
"7555","grados celsius, fareheit",1,4,1
"7556","grafica",1,1,1
"7557","GRAFICA",1,1,1
"7558","grafiti",1,1,1
"7559","gram{atica",1,1,1
"7560","gramajo",1,1,1
"7561","gramaticla",1,1,1
"7562","gran alcance",1,2,1
"7563","gran cantidad",1,2,1
"7564","gran dia",1,2,1
"7565","gran tamaño",1,2,0
"7566","gran viaje",1,2,1
"7567","granataria",1,1,1
"7568","granbazar",1,1,1
"7569","grande redondo",1,2,1
"7570","grander",1,1,1
"7571","grandes ciudades",1,2,1
"7572","grandesa",1,1,1
"7573","Grandeza",1,1,1
"7574","GRANDEZA TRANSPARENCIA SOLIDARIDAD",1,3,1
"7575","grandísimo",1,1,0
"7576","grandote",1,1,1
"7577","grandr",1,1,1
"7578","grandulon",1,1,1
"7579","graniso",1,1,1
"7580","grano granito granote",1,3,1
"7581","granos de cafe",1,3,1
"7582","granote",1,1,1
"7583","grapa miel",1,2,1
"7584","grasitud",1,1,1
"7585","GRATIFICACION",1,1,1
"7586","gravoas",1,1,1
"7587","grecimiento",1,1,1
"7588","gredito",1,1,1
"7589","green peace",1,2,1
"7590","gregios",1,1,1
"7591","gria",1,1,1
"7592","grid",1,1,1
"7593","grido",1,1,1
"7594","grifo4",1,1,1
"7595","griimm",1,1,1
"7596","grirto",1,1,1
"7597","gris azulado",1,2,1
"7598","grisw",1,1,1
"7599","grnade",1,1,1
"7600","GRNADE",1,1,1
"7601","groga",1,1,1
"7602","grua",1,1,1
"7603","GRUNGE",1,1,1
"7604","grunido",1,1,1
"7605","grupo de amigos",1,3,1
"7606","grupo de cosas",1,3,1
"7607","GRUPO DE GENTE",1,3,1
"7608","grupo de personas",1,3,1
"7609","grupo economico",1,2,1
"7610","grupo ejecutivo",1,2,1
"7611","GRUPO SOCIAL",1,2,1
"7612","grusa",1,1,1
"7613","gsstos",1,1,1
"7614","gti",1,1,1
"7615","gu",1,1,1
"7616","guacala",1,1,1
"7617","guachin",1,1,1
"7618","guadar",1,1,1
"7619","gualicho",1,1,1
"7620","gualichos",1,1,1
"7621","guante para pie",1,3,1
"7622","guantilla",1,1,1
"7623","guar",1,1,1
"7624","GUARDA!",1,1,1
"7625","guardacosas",1,1,1
"7626","guardar cosas",1,2,1
"7627","GUARDAROPA",1,1,1
"7628","guardavallas",1,1,1
"7629","guardavida",1,1,1
"7630","GUARDAVIDAS",1,1,1
"7631","guazón",1,1,0
"7632","guera",1,1,1
"7633","guernica",1,1,1
"7634","guerr",1,1,1
"7635","guess",1,1,1
"7636","guiable",1,1,1
"7637","guias",1,1,1
"7638","guillermo",1,1,1
"7639","guillermo tel",1,2,1
"7640","guilt",1,1,1
"7641","guin",1,1,1
"7642","gulliver",1,1,1
"7643","gum",1,1,1
"7644","gun's n roses",1,3,1
"7645","guradar",1,1,1
"7646","gurì",1,1,0
"7647","gurís",1,1,0
"7648","guris chico",1,2,1
"7649","GURISES",1,1,1
"7650","guriz",1,1,1
"7651","guru",1,1,1
"7652","gurú",1,1,0
"7653","gustk",1,1,1
"7654","gusto feo",1,2,1
"7655","guto",1,1,1
"7656","guzano",1,1,1
"7657","gymnasia",1,1,1
"7658","H",1,1,1
"7659","habandone",1,1,1
"7660","habemus",1,1,1
"7661","haber partido",1,2,1
"7662","haberlo hecho",1,2,1
"7663","habian",1,1,1
"7664","habichulas",1,1,1
"7665","habilitar ingreso",1,2,1
"7666","habiso",1,1,1
"7667","habitación de trabajo",1,3,0
"7668","habitacione",1,1,1
"7669","habitaculo",1,1,1
"7670","hábitad",1,1,0
"7671","habitante planeta",1,2,1
"7672","habitos",1,1,1
"7673","habla mucho",1,2,1
"7674","habladuria",1,1,1
"7675","habladurias",1,1,1
"7676","hablaR",1,1,1
"7677","hablar escribir",1,2,1
"7678","habra",1,1,1
"7679","hace cumplir",1,2,1
"7680","hace huelga",1,2,1
"7681","hace shh",1,2,1
"7682","hace tiempo",1,2,1
"7683","hacelga",1,1,1
"7684","hacer algo por",1,3,1
"7685","hacer dedo, autostop",1,4,1
"7686","hacerle la pierna",1,3,1
"7687","hacerlo ya",1,2,1
"7688","hacero",1,1,1
"7689","hacerse cargo de alguien",1,4,1
"7690","hacerse responsable",1,2,1
"7691","hachis",1,1,1
"7692","hacia adelante",1,2,1
"7693","hacia atrás",1,2,0
"7694","HADA MADRINA",1,2,1
"7695","Hades",1,1,1
"7696","hagilidad",1,1,1
"7697","hagrid",1,1,1
"7698","Hagrid",1,1,1
"7699","Halley",1,1,1
"7700","halógeno",1,1,0
"7701","haloween",1,1,1
"7702","hamas",1,1,1
"7703","hambiente",1,1,1
"7704","hambuerguesa",1,1,1
"7705","hamcas",1,1,1
"7706","Hamlet",1,1,1
"7707","hamnster",1,1,1
"7708","handball",1,1,1
"7709","handicap",1,1,1
"7710","HANDSOME",1,1,1
"7711","hans y gretel",1,3,1
"7712","har{as",1,1,1
"7713","haraganeria",1,1,1
"7714","haras",1,1,1
"7715","HARDER",1,1,1
"7716","hare",1,1,1
"7717","hari",1,1,1
"7718","harley",1,1,1
"7719","harmonia",1,1,1
"7720","harrison ford",1,2,1
"7721","hartible",1,1,1
"7722","hasta ahí",1,2,0
"7723","hasta al final",1,3,1
"7724","hasta donde llego",1,3,1
"7725","hasta el fin",1,3,1
"7726","hasta pronto",1,2,1
"7727","hastas",1,1,1
"7728","HASTIO",1,1,1
"7729","hat",1,1,1
"7730","hate",1,1,1
"7731","havana",1,1,1
"7732","Hawking",1,1,1
"7733","hawkins",1,1,1
"7734","hay algo",1,2,1
"7735","hay que aceptar",1,3,1
"7736","hay que comprarle uno a la bebe",1,7,1
"7737","hay que encontrarla",1,3,1
"7738","hay tiempo",1,2,1
"7739","hay tiene tienen poseen",1,4,1
"7740","hay una sola",1,3,1
"7741","hayá",1,1,0
"7742","hayado",1,1,1
"7743","hazada",1,1,1
"7744","hb",1,1,1
"7745","HD",1,1,1
"7746","hdp",1,1,1
"7747","he man",1,2,1
"7748","heart",1,1,1
"7749","heavy",1,1,1
"7750","hebrio",1,1,1
"7751","hechar",1,1,1
"7752","heche",1,1,1
"7753","hechizero",1,1,1
"7754","hecho por dios",1,3,1
"7755","hectareas",1,1,1
"7756","hectometro",1,1,1
"7757","hedredon",1,1,1
"7758","hedwig",1,1,1
"7759","Hegel",1,1,1
"7760","hego",1,1,1
"7761","Heidegger",1,1,1
"7762","helader",1,1,1
"7763","helafo",1,1,1
"7764","helecóptero",1,1,0
"7765","helic",1,1,1
"7766","helico",1,1,1
"7767","Helicoptero",1,1,1
"7768","HELICOPTERO",1,1,1
"7769","helido",1,1,1
"7770","hello",1,1,1
"7771","HELLO",1,1,1
"7772","help!",1,1,1
"7773","hemanos",1,1,1
"7774","hembra del perro",1,3,1
"7775","hemnra",1,1,1
"7776","hemosa",1,1,1
"7777","henorme",1,1,1
"7778","heolica",1,1,1
"7779","herbiboro",1,1,1
"7780","herbivora",1,1,1
"7781","herdor",1,1,1
"7782","hermani",1,1,1
"7783","hermano Marx",1,2,1
"7784","hermanp",1,1,1
"7785","hermosos paisajes",1,2,1
"7786","hermozo",1,1,1
"7787","hernandad",1,1,1
"7788","hernandez",1,1,1
"7789","heroes",1,1,1
"7790","heroina",1,1,1
"7791","herramienta cocina",1,2,1
"7792","herramienta martillo",1,2,1
"7793","herramienta necesaria",1,2,1
"7794","herramienta plana",1,2,1
"7795","herramineta",1,1,1
"7796","HERROMOSO",1,1,1
"7797","herróneo",1,1,0
"7798","hervíboro",1,1,0
"7799","hervívora",1,1,0
"7800","hervivoro",1,1,1
"7801","heterogenea",1,1,1
"7802","heterogeneo",1,1,1
"7803","hexagrama",1,1,1
"7804","hey",1,1,1
"7805","hi",1,1,1
"7806","hianca",1,1,1
"7807","hibernación",1,1,0
"7808","hico",1,1,1
"7809","hidatación",1,1,0
"7810","hidraulica",1,1,1
"7811","hidrogeno",1,1,1
"7812","HIDROGENO",1,1,1
"7813","hidrografía",1,1,0
"7814","hierarquia",1,1,1
"7815","hierviendo",1,1,1
"7816","hieso",1,1,1
"7817","highway to hell",1,3,1
"7818","hiída",1,1,0
"7819","hija de puta",1,3,1
"7820","hijios",1,1,1
"7821","hijo de mi tia",1,4,1
"7822","HIJO/A",1,1,1
"7823","hijos e hijas",1,3,1
"7824","hijp",1,1,1
"7825","himalaya",1,1,1
"7826","himan",1,1,1
"7827","himenoptero",1,1,1
"7828","hindu",1,1,1
"7829","hinodoro",1,1,1
"7830","hiócrita",1,1,0
"7831","hip-hop",1,1,1
"7832","hiper",1,1,1
"7833","hiperactiva",1,1,1
"7834","hipermercado",1,1,1
"7835","HIPERTERSIÓN",1,1,0
"7836","hipiie",1,1,1
"7837","hipocondria",1,1,1
"7838","HIPOCRITA",1,1,1
"7839","hipòcrita",1,1,0
"7840","hipocritas",1,1,1
"7841","hipopotamo",1,1,1
"7842","HIPOTESIS",1,1,1
"7843","hira",1,1,1
"7844","hispanoamérica",1,1,0
"7845","Histologia",1,1,1
"7846","Historia clinica",1,2,1
"7847","historia creada",1,2,1
"7848","historis",1,1,1
"7849","HITLER",1,1,1
"7850","hiv",1,1,1
"7851","hmanos",1,1,1
"7852","hmbres",1,1,1
"7853","hobbies",1,1,1
"7854","hobi",1,1,1
"7855","hocio",1,1,1
"7856","hoga",1,1,1
"7857","hogar comer",1,2,1
"7858","hogar proteccion calido",1,3,1
"7859","hogar,nido,limpieza,cuenco,sostén,familia,casamiento,pareja,",1,9,0
"7860","hoja curva",1,2,1
"7861","hojas tallo clorofila",1,3,1
"7862","hojas verdes",1,2,1
"7863","hojillas",1,1,1
"7864","holgazan",1,1,1
"7865","HOLGAZAN",1,1,1
"7866","hollo",1,1,1
"7867","HOMBRE BALA",1,2,1
"7868","hombre grande",1,2,1
"7869","hombre prolijo",1,2,1
"7870","hombre rana",1,2,1
"7871","hombre viejo",1,2,1
"7872","hombres de",1,2,1
"7873","hombrres",1,1,1
"7874","homelette",1,1,1
"7875","homeopático",1,1,0
"7876","homicidio, crimen, muerte",1,5,1
"7877","hómnibus",1,1,0
"7878","homo",1,1,1
"7879","homogenea",1,1,1
"7880","homogenizar",1,1,1
"7881","homre",1,1,1
"7882","honbre",1,1,1
"7883","hongito",1,1,1
"7884","honomástico",1,1,0
"7885","hoombre",1,1,1
"7886","hoonor",1,1,1
"7887","hopedaje",1,1,1
"7888","hora 0",1,2,1
"7889","hora día año",1,3,0
"7890","hora exacta",1,2,1
"7891","HoracioFerrer",1,1,1
"7892","horangel",1,1,1
"7893","horario salario",1,2,1
"7894","horatio",1,1,1
"7895","horiario",1,1,1
"7896","horible",1,1,1
"7897","horiscopo",1,1,1
"7898","horizaontal",1,1,1
"7899","HOrizonte",1,1,1
"7900","hormiguero,",1,2,1
"7901","HORNITORRINCO",1,1,1
"7902","horoscop",1,1,1
"7903","horòscopo",1,1,0
"7904","horrible odio destruccion",1,3,1
"7905","horriblñe",1,1,0
"7906","horse",1,1,1
"7907","horticultursa",1,1,1
"7908","hosexual",1,1,1
"7909","hospitalismo",1,1,1
"7910","hospitañ",1,1,0
"7911","hostadia",1,1,1
"7912","hotel alojamiento",1,2,1
"7913","hotel argentino",1,2,1
"7914","house",1,1,1
"7915","hpmbre",1,1,1
"7916","hsopital",1,1,1
"7917","hsy",1,1,1
"7918","hubble",1,1,1
"7919","hubicación",1,1,0
"7920","huellas dactilares",1,2,1
"7921","huellas mnémicas",1,2,0
"7922","hueso organismo",1,2,1
"7923","húesped",1,1,0
"7924","huevoa",1,1,1
"7925","huir o atacar",1,3,1
"7926","hulk",1,1,1
"7927","HUMANIDAD",1,1,1
"7928","humanidad plena",1,2,1
"7929","humanistico",1,1,1
"7930","humanizacion",1,1,1
"7931","humbre",1,1,1
"7932","humectación",1,1,0
"7933","humectante",1,1,1
"7934","húmedad",1,1,0
"7935","humor risa",1,2,1
"7936","hurvo",1,1,1
"7937","hustificacion",1,1,1
"7938","huvo",1,1,1
"7939","Hwcho",1,1,1
"7940","hy",1,1,1
"7941","i-pod",1,1,1
"7942","IAU",1,1,1
"7943","ibiza",1,1,1
"7944","ibumidol",1,1,1
"7945","icónico",1,1,0
"7946","ide",1,1,1
"7947","ideación",1,1,0
"7948","ideas nuevas",1,2,1
"7949","IDENTICO",1,1,1
"7950","Identidad pecado",1,2,1
"7951","identitario",1,1,1
"7952","IDEOLOGIA",1,1,1
"7953","ideoma",1,1,1
"7954","idiosincracia",1,1,1
"7955","idola",1,1,1
"7956","IDONEO",1,1,1
"7957","ienestar",1,1,1
"7958","iglecia",1,1,1
"7959","iglesiaa",1,1,1
"7960","iglresia",1,1,1
"7961","ignorancia. inseguridad. soberbia. credulidad",1,4,1
"7962","IGNOTANCIA",1,1,1
"7963","igreja",1,1,1
"7964","igual a",1,2,1
"7965","igual lamento viento",1,3,1
"7966","igual, identico,equivalente",1,4,1
"7967","Igualidad",1,1,1
"7968","iguañ",1,1,0
"7969","iinsecto",1,1,1
"7970","iinstrumento",1,1,1
"7971","ike",1,1,1
"7972","ilado",1,1,1
"7973","ilbro",1,1,1
"7974","ILICITO",1,1,1
"7975","ilimitar",1,1,1
"7976","ilimunado",1,1,1
"7977","iliterado",1,1,1
"7978","illegal",1,1,1
"7979","illness",1,1,1
"7980","ilo",1,1,1
"7981","ilucion",1,1,1
"7982","Iluminacioni",1,1,1
"7983","ilumunacion",1,1,1
"7984","Ilusion",1,1,1
"7985","imagen construida",1,2,1
"7986","imagen del",1,2,1
"7987","imagen distorsionada",1,2,1
"7988","imaginacio",1,1,1
"7989","Imaginacion",1,1,1
"7990","imaginar un mundo",1,3,1
"7991","iman",1,1,1
"7992","imapciente",1,1,1
"7993","IMBECIL",1,1,1
"7994","IMC",1,1,1
"7995","imdigente",1,1,1
"7996","imdio",1,1,1
"7997","imgen",1,1,1
"7998","IMINUTA",1,1,1
"7999","imnediato",1,1,1
"8000","imnibus",1,1,1
"8001","imortante",1,1,1
"8002","impasse",1,1,1
"8003","IMPETU",1,1,1
"8004","impia",1,1,1
"8005","implicito",1,1,1
"8006","importacion",1,1,1
"8007","importande",1,1,1
"8008","importantew",1,1,1
"8009","imposible corroborar",1,2,1
"8010","impotante",1,1,1
"8011","imprecisión",1,1,0
"8012","imprecsindible",1,1,1
"8013","imprecsión",1,1,0
"8014","imprensindible",1,1,1
"8015","imprescindibles para vivir",1,3,1
"8016","impresiso",1,1,1
"8017","imprevisión",1,1,0
"8018","impreviso",1,1,1
"8019","imprevisto urgente",1,2,1
"8020","improtante",1,1,1
"8021","improvisacion",1,1,1
"8022","impudico",1,1,1
"8023","impulso nervioso",1,2,1
"8024","impuntualidad",1,1,1
"8025","in extremis",1,2,1
"8026","inaceptabilidad",1,1,1
"8027","inagen",1,1,1
"8028","inalambrica",1,1,1
"8029","inalambrico",1,1,1
"8030","inalámbrico",1,1,0
"8031","inalambricos",1,1,1
"8032","inalcanzable o alcansable",1,3,1
"8033","inalcanzale",1,1,1
"8034","inamobible",1,1,1
"8035","inapropiao",1,1,1
"8036","inata",1,1,1
"8037","inauguraciòn",1,1,0
"8038","incambiable",1,1,1
"8039","incambiante",1,1,1
"8040","incasillable",1,1,1
"8041","incautación",1,1,0
"8042","incencdio",1,1,1
"8043","incencio",1,1,1
"8044","incensates",1,1,1
"8045","inceretidumbre",1,1,1
"8046","inceridumbre",1,1,1
"8047","incertezas",1,1,1
"8048","incetidumbre",1,1,1
"8049","inchazon",1,1,1
"8050","incierto, lejano, determinado",1,5,1
"8051","incio",1,1,1
"8052","INCITACION",1,1,1
"8053","inclinacion",1,1,1
"8054","inclución",1,1,0
"8055","INCOGNITA",1,1,1
"8056","incognitas",1,1,1
"8057","income",1,1,1
"8058","incomprenaible",1,1,1
"8059","incomprension",1,1,1
"8060","incomún",1,1,0
"8061","incomunicacion",1,1,1
"8062","INCONCIENTE",1,1,1
"8063","inconcientemente",1,1,1
"8064","inconprension",1,1,1
"8065","inconstitucionalidad",1,1,1
"8066","incopleto",1,1,1
"8067","incorcorar",1,1,1
"8068","incorporativo",1,1,1
"8069","incorporea",1,1,1
"8070","incredulo",1,1,1
"8071","INCREIBLE",1,1,1
"8072","incubierto",1,1,1
"8073","indags",1,1,1
"8074","indecición",1,1,0
"8075","Indecision",1,1,1
"8076","indefensividad",1,1,1
"8077","indeferente",1,1,1
"8078","indefinicion",1,1,1
"8079","indefinición",1,1,0
"8080","indentidad",1,1,1
"8081","independencia mental",1,2,1
"8082","independiente de el",1,3,1
"8083","indescición",1,1,0
"8084","Indesicion",1,1,1
"8085","indiana jones",1,2,1
"8086","indica cualidad",1,2,1
"8087","indicdor",1,1,1
"8088","indie",1,1,1
"8089","indigena",1,1,1
"8090","indijencia",1,1,1
"8091","indirigible",1,1,1
"8092","INDISCRIMINACIÓN",1,1,0
"8093","indispensavel",1,1,1
"8094","indiv",1,1,1
"8095","individuación",1,1,0
"8096","individualizacion",1,1,1
"8097","indominus rex",1,2,1
"8098","industria láctea",1,2,0
"8099","inebitabe",1,1,1
"8100","inedito",1,1,1
"8101","inencontrable",1,1,1
"8102","inequivoco",1,1,1
"8103","inercambio",1,1,1
"8104","inesperanza",1,1,1
"8105","inetrnet",1,1,1
"8106","inevitabl",1,1,1
"8107","inexatitud",1,1,1
"8108","infación",1,1,0
"8109","infago",1,1,1
"8110","INFALTABLE",1,1,1
"8111","infans",1,1,1
"8112","infantrle",1,1,1
"8113","infedilidad",1,1,1
"8114","infelíz",1,1,0
"8115","inferioir",1,1,1
"8116","inferiror",1,1,1
"8117","infimo",1,1,1
"8118","Infiniti",1,1,1
"8119","infinta",1,1,1
"8120","inflaci",1,1,1
"8121","inflamacion",1,1,1
"8122","inflamante",1,1,1
"8123","infofmación",1,1,0
"8124","infografia",1,1,1
"8125","informacuib",1,1,1
"8126","informarce",1,1,1
"8127","informarivo",1,1,1
"8128","INFORMATICA",1,1,1
"8129","infot",1,1,1
"8130","infotmatico",1,1,1
"8131","inframundo",1,1,1
"8132","infromacion",1,1,1
"8133","infulas",1,1,1
"8134","ingeenuidad",1,1,1
"8135","Ingenieria",1,1,1
"8136","INGENIERIA",1,1,1
"8137","ingenio y figura",1,3,1
"8138","ingerencia",1,1,1
"8139","ingiere líquidos",1,2,0
"8140","Inglès",1,1,0
"8141","inglesia",1,1,1
"8142","ingresado bienvenido entrando",1,3,1
"8143","inhibidor",1,1,1
"8144","inhumanidad",1,1,1
"8145","inhundada",1,1,1
"8146","INICIACION",1,1,1
"8147","inidcado",1,1,1
"8148","inidio",1,1,1
"8149","inimportante",1,1,1
"8150","inimputable",1,1,1
"8151","ininterrupciones",1,1,1
"8152","initmidad",1,1,1
"8153","ínitmo",1,1,0
"8154","injerencia penetracion",1,2,1
"8155","injustici",1,1,1
"8156","injusticia, enfermedad, inequidad",1,5,1
"8157","inlakesh",1,1,1
"8158","inmersion",1,1,1
"8159","inmobil",1,1,1
"8160","inmobilidad",1,1,1
"8161","inmovil",1,1,1
"8162","inmuiscuirse",1,1,1
"8163","inmunológico",1,1,0
"8164","inncesario",1,1,1
"8165","innecesidad",1,1,1
"8166","innerte",1,1,1
"8167","innesesario",1,1,1
"8168","innevitable",1,1,1
"8169","innjusticia",1,1,1
"8170","inobjetable",1,1,1
"8171","inociencia",1,1,1
"8172","inofensiba",1,1,1
"8173","inosente",1,1,1
"8174","inovar",1,1,1
"8175","inpago",1,1,1
"8176","inpenetrable",1,1,1
"8177","inpensable",1,1,1
"8178","inperdonable",1,1,1
"8179","inpío",1,1,0
"8180","INPREDESIBLE",1,1,1
"8181","inprevisto",1,1,1
"8182","inprobable",1,1,1
"8183","inpulso",1,1,1
"8184","inpuntualidad",1,1,1
"8185","inrealizable",1,1,1
"8186","insamo",1,1,1
"8187","insatifaccion",1,1,1
"8188","insatisfaccion",1,1,1
"8189","insecti",1,1,1
"8190","insectivoro",1,1,1
"8191","insegridad",1,1,1
"8192","insegurdad",1,1,1
"8193","insegurdiad",1,1,1
"8194","inseguriddad",1,1,1
"8195","insertidumbrw",1,1,1
"8196","insev}cto",1,1,1
"8197","insierto",1,1,1
"8198","insigna",1,1,1
"8199","insitir",1,1,1
"8200","insitución",1,1,0
"8201","insnmio",1,1,1
"8202","insonoridad",1,1,1
"8203","insrumento",1,1,1
"8204","instantanea",1,1,1
"8205","Instantanea",1,1,1
"8206","instánte",1,1,0
"8207","Instcciones",1,1,1
"8208","instituci",1,1,1
"8209","instituto educativo",1,2,1
"8210","instrospección",1,1,0
"8211","instrucciòn",1,1,0
"8212","instrumemto",1,1,1
"8213","instrumento de medida",1,3,1
"8214","INSTRUMENTO MUSICAL",1,2,1
"8215","instrumentos musicales",1,2,1
"8216","instumento",1,1,1
"8217","instumentos",1,1,1
"8218","insulos",1,1,1
"8219","insulot",1,1,1
"8220","intdividuos",1,1,1
"8221","integralidad",1,1,1
"8222","integrativo",1,1,1
"8223","intelecti",1,1,1
"8224","inteliente",1,1,1
"8225","inteligenci",1,1,1
"8226","inteligent",1,1,1
"8227","inteligentw",1,1,1
"8228","INTENCION",1,1,1
"8229","intentar de nuevo",1,3,1
"8230","inter",1,1,1
"8231","interbalnearea",1,1,1
"8232","Interbalnearia",1,1,1
"8233","interbalnearía",1,1,0
"8234","intercambio comercial",1,2,1
"8235","intercambio de ideas",1,3,1
"8236","interconección",1,1,0
"8237","interdepartamental",1,1,1
"8238","interdiccion",1,1,1
"8239","interesant",1,1,1
"8240","INTEREZ",1,1,1
"8241","interio",1,1,1
"8242","interior de un espacio",1,4,1
"8243","intermminable",1,1,1
"8244","internacion",1,1,1
"8245","internación",1,1,0
"8246","interpelación",1,1,0
"8247","INTERRROGACIÓN",1,1,0
"8248","interrumpi",1,1,1
"8249","intersectar",1,1,1
"8250","intesperadamente",1,1,1
"8251","intetnet",1,1,1
"8252","inthejar",1,1,1
"8253","intimo(corrijo el anterior)espacio",1,3,1
"8254","intnción",1,1,0
"8255","intrafertil",1,1,1
"8256","intreses",1,1,1
"8257","intrig",1,1,1
"8258","intrinseca",1,1,1
"8259","intrinsico",1,1,1
"8260","intrivertido",1,1,1
"8261","intrmediario",1,1,1
"8262","intromedito",1,1,1
"8263","intrometido",1,1,1
"8264","intrometidos",1,1,1
"8265","introspeccion",1,1,1
"8266","intrumentación",1,1,0
"8267","intuicion",1,1,1
"8268","inubicable",1,1,1
"8269","inundacion",1,1,1
"8270","inutíl",1,1,0
"8271","inutiles",1,1,1
"8272","inuttilidad",1,1,1
"8273","invacion",1,1,1
"8274","invasion",1,1,1
"8275","inverosimil",1,1,1
"8276","investifgación",1,1,0
"8277","Investigacion",1,1,1
"8278","INVESTIGACION",1,1,1
"8279","inviderno",1,1,1
"8280","invieno",1,1,1
"8281","inviermo",1,1,1
"8282","invierne",1,1,1
"8283","INVOICE",1,1,1
"8284","involucrosarse",1,1,1
"8285","involuta",1,1,1
"8286","invompleto",1,1,1
"8287","INYECCION",1,1,1
"8288","inyusticia",1,1,1
"8289","ios",1,1,1
"8290","ip",1,1,1
"8291","iphone",1,1,1
"8292","ipsofacto",1,1,1
"8293","IQ",1,1,1
"8294","ir a más",1,3,0
"8295","ir al baño",1,3,0
"8296","iracional",1,1,1
"8297","irada",1,1,1
"8298","ire",1,1,1
"8299","ireal",1,1,1
"8300","iria",1,1,1
"8301","Irina",1,1,1
"8302","irish",1,1,1
"8303","Irlanda?",1,1,1
"8304","irlandes",1,1,1
"8305","irma",1,1,1
"8306","irmaos",1,1,1
"8307","ironica",1,1,1
"8308","Ironman",1,1,1
"8309","irrealisable",1,1,1
"8310","irrespetuoo",1,1,1
"8311","irrigación",1,1,0
"8312","irrupcion",1,1,1
"8313","isabel",1,1,1
"8314","isla de pascua",1,3,1
"8315","islámica",1,1,0
"8316","isntante",1,1,1
"8317","iso",1,1,1
"8318","ispano",1,1,1
"8319","isuperable",1,1,1
"8320","itau",1,1,1
"8321","items",1,1,1
"8322","ito",1,1,1
"8323","IV",1,1,1
"8324","iva",1,1,1
"8325","IVA",1,1,1
"8326","iván",1,1,0
"8327","Iveco",1,1,1
"8328","izi",1,1,1
"8329","izquietdo",1,1,1
"8330","ja ja ja",1,3,1
"8331","jabçon",1,1,0
"8332","Jabon",1,1,1
"8333","jabòn",1,1,0
"8334","jack",1,1,1
"8335","jack sparrow",1,2,1
"8336","jacket",1,1,1
"8337","jackie",1,1,1
"8338","JACOBO",1,1,1
"8339","jadinero",1,1,1
"8340","jah",1,1,1
"8341","jain",1,1,1
"8342","Jaja",1,1,1
"8343","jajaj",1,1,1
"8344","jaketa",1,1,1
"8345","jalisco",1,1,1
"8346","jameson",1,1,1
"8347","jamon y queso",1,3,1
"8348","jamos",1,1,1
"8349","janeiro",1,1,1
"8350","janis joplin",1,2,1
"8351","JAPON",1,1,1
"8352","jardi",1,1,1
"8353","jardín de infantes",1,3,0
"8354","jardin recreo plantas",1,3,1
"8355","jardineria",1,1,1
"8356","javalina",1,1,1
"8357","JEAN",1,1,1
"8358","Jeans",1,1,1
"8359","JEANS",1,1,1
"8360","jefe mayor",1,2,1
"8361","Jehová",1,1,0
"8362","JEHOVÁ",1,1,0
"8363","jente",1,1,1
"8364","jeova",1,1,1
"8365","jerarquia laboral",1,2,1
"8366","jerarquias",1,1,1
"8367","jeréz",1,1,0
"8368","jerquia",1,1,1
"8369","jerry",1,1,1
"8370","jese",1,1,1
"8371","jessica barrios",1,2,1
"8372","jesucristo",1,1,1
"8373","jesùs",1,1,0
"8374","jesus en la boca",1,4,1
"8375","jeuves",1,1,1
"8376","Jirafales",1,1,1
"8377","jirar",1,1,1
"8378","jitomate",1,1,1
"8379","jiujitsu",1,1,1
"8380","jjajajajajajaj",1,1,1
"8381","joaco",1,1,1
"8382","jockey",1,1,1
"8383","jodA",1,1,1
"8384","jogging",1,1,1
"8385","john lenon",1,2,1
"8386","johnny walker",1,2,1
"8387","joia",1,1,1
"8388","joja en blanco",1,3,1
"8389","joke",1,1,1
"8390","Joker",1,1,1
"8391","jonica",1,1,1
"8392","jonny",1,1,1
"8393","Joriba",1,1,1
"8394","jos}e",1,1,1
"8395","Jose",1,1,1
"8396","josé ángel tuana",1,3,0
"8397","José Luis",1,2,0
"8398","jovato",1,1,1
"8399","jovem",1,1,1
"8400","joystick",1,1,1
"8401","juagar",1,1,1
"8402","Juan_Pablo_II",1,1,1
"8403","juanchi",1,1,1
"8404","Juanita",1,1,1
"8405","juanma",1,1,1
"8406","juanpe",1,1,1
"8407","júbillo",1,1,0
"8408","jucios",1,1,1
"8409","judia",1,1,1
"8410","Judia",1,1,1
"8411","judo",1,1,1
"8412","judticia",1,1,1
"8413","jueco",1,1,1
"8414","juegi",1,1,1
"8415","juego auto",1,2,1
"8416","juego de cartas",1,3,1
"8417","juego de guerra",1,3,1
"8418","juego de mano",1,3,1
"8419","juego de mesa",1,3,1
"8420","juego de video",1,3,1
"8421","juego dinero cartas",1,3,1
"8422","juego futbol pelota",1,3,1
"8423","juegoi",1,1,1
"8424","juegos olimpicos",1,2,1
"8425","jueguete",1,1,1
"8426","jueguos",1,1,1
